subject_id,condition,metric,observed,null_mean,null_std,null_p2_5,null_p97_5,p_one_sided,z
4,RS2,coh_band_avg,0.21726583209698033,0.13778321989187822,0.031354250181835956,0.08243050836864475,0.193972998366988,0.009950248756218905,2.534986859649022
4,RS2,plv,0.21546913660305664,0.17283737510868605,0.09324973958465994,0.028545950237600988,0.372290731299493,0.31343283582089554,0.45717834370642824
4,RS2,wpli,0.11822683739082172,0.14779629487310117,0.11781561308374364,0.004561648315551459,0.4352716278039781,0.4975124378109453,-0.2509808055852614
5,RS1,coh_band_avg,0.1105520272988734,0.11473017545443294,0.01908090037299519,0.07796299150621615,0.15381675301410927,0.6019900497512438,-0.21897017823502668
5,RS1,plv,0.22347570055859187,0.13277014570317783,0.0934168123652317,0.01807216324186737,0.3931695801754583,0.13930348258706468,0.9709767712987524
5,RS1,wpli,0.2320193316812449,0.1426165472789804,0.10383413229734971,0.011609763114253614,0.3785418848925057,0.19402985074626866,0.8610153754282052
5,VIZ,coh_band_avg,0.15437892129040773,0.1126529945207157,0.02265451902262352,0.07374524661812544,0.15803195972261702,0.04477611940298507,1.841836797683641
5,VIZ,plv,0.15121254355654618,0.19027379490249044,0.1343904781710206,0.022096266714293045,0.5563242143006303,0.5124378109452736,-0.2906549026206774
5,VIZ,wpli,0.036051916597676384,0.18226169175171886,0.16498811211609346,0.007701120332489454,0.6486722510299507,0.8059701492537313,-0.8861836969875887
5,AUD,coh_band_avg,0.09367244062211806,0.12005223637000556,0.022810492197852528,0.07660331786187007,0.16554828282050935,0.8805970149253731,-1.156476393366514
5,AUD,plv,0.2895056268369905,0.18374849693357792,0.135251910886164,0.01800615102581199,0.5344183658996886,0.1890547263681592,0.781927066394086
5,AUD,wpli,0.16778281305317805,0.1414366708535338,0.10972108969855224,0.009444794106466524,0.44083500062052927,0.3482587064676617,0.2401192174815948
5,MULTI,coh_band_avg,0.10610737393637433,0.11909962790598198,0.02303203957036984,0.08119577531929006,0.1632604091417504,0.6666666666666666,-0.5640948093160569
5,MULTI,plv,0.19949069165337632,0.16089098071177502,0.09868057203709948,0.025288811211868756,0.4166927328295115,0.263681592039801,0.3911581595523133
5,MULTI,wpli,0.2783365321722734,0.14566785890158462,0.10324086407792647,0.005153487029595046,0.375345704964293,0.11940298507462686,1.28504032250786
5,RS2,coh_band_avg,0.2396295356388155,0.13321440132916065,0.031037397047358393,0.08013891950787354,0.19889762250033036,0.009950248756218905,3.428610142380219
5,RS2,plv,0.05045045921063944,0.21292375017917883,0.14827361469518816,0.02681735275616216,0.5649869743628008,0.9353233830845771,-1.0957667100956707
5,RS2,wpli,0.05052505471178864,0.19346635012826938,0.15769100097325886,0.004738815865466337,0.5558330977808301,0.8159203980099502,-0.9064645067521679
6,RS1,coh_band_avg,0.10966629268476483,0.13864441869260585,0.024336643502118734,0.09320402500137229,0.1903346965199806,0.9104477611940298,-1.190719911943412
6,RS1,plv,0.2140235955822751,0.1770718365550075,0.08710113137214277,0.03119498014523016,0.3542014213886071,0.3383084577114428,0.4242397135967139
6,RS1,wpli,0.08434910457031755,0.17469760204041662,0.13334319484339618,0.004839603420075311,0.4979412480517619,0.6965174129353234,-0.6775636175224998
6,VIZ,coh_band_avg,0.13604301006279074,0.13227480692648946,0.024414636621003617,0.08918917114938965,0.18148368405445917,0.43283582089552236,0.15434197095768093
6,VIZ,plv,0.14793295309218246,0.11428608781134049,0.057447514883997804,0.021910547695655543,0.23745159573992786,0.26865671641791045,0.5856974901139618
6,VIZ,wpli,0.17080346044034941,0.11654878051963738,0.086606972069063,0.009281065904449331,0.3173296650501092,0.23880597014925373,0.6264470241200412
6,AUD,coh_band_avg,0.08910846576211409,0.09424172408456799,0.01841316291689161,0.0653291486161204,0.13574094116670402,0.582089552238806,-0.2787819966413712
6,AUD,plv,0.40206602299679023,0.19738987293228782,0.15095348539530912,0.018100264581951495,0.5306550807382396,0.14925373134328357,1.355888865556878
6,AUD,wpli,0.531287469566947,0.21015134213423742,0.20109272035998807,0.011258576736116086,0.7553670155258909,0.11442786069651742,1.5969555081746598
6,MULTI,coh_band_avg,0.18856910775877744,0.139505750322476,0.02473523209466063,0.09661603162897071,0.19911055659681895,0.04477611940298507,1.983541421747658
6,MULTI,plv,0.1333723610057856,0.1971672104750651,0.10351847349248948,0.043360591102583265,0.4155725642274699,0.7014925373134329,-0.6162653613116502
6,MULTI,wpli,0.1766918836702252,0.1974028148689024,0.15436875677141876,0.01601668310442825,0.6126604198388993,0.43781094527363185,-0.13416530411879182
6,RS2,coh_band_avg,0.08723325887755343,0.10874089658499314,0.023789764995028714,0.06921012268765116,0.15860095478631875,0.7960199004975125,-0.9040710453396287
6,RS2,plv,0.3460336190890302,0.2262078244079244,0.1363580073030836,0.03944803685929577,0.5192305549100955,0.21890547263681592,0.8787587692944825
6,RS2,wpli,0.41451774750482256,0.22344438639742376,0.16144713484285161,0.005445313106668007,0.5599487085623871,0.14925373134328357,1.1835041934524548
