subject_id,condition,channel,band,lowcut,highcut,plv,wpli,plv_pref_lag_s,plv_dom_freq,n_samples
2,AUD,EEG-ch30,delta,0.5,4.0,0.035558483943633146,0.04338042368310005,0.16056639810445256,2.25,81334
2,AUD,EEG-ch31,delta,0.5,4.0,0.023318147295264352,0.0007812074716417735,0.22074757767173894,2.25,81334
2,AUD,EEG-ch32,delta,0.5,4.0,0.015116892587430606,0.009588661754255587,-0.02957570476372409,2.25,81334
2,AUD,EEG-ch1,theta,4.0,8.0,0.02919244341700059,0.0018238313135867617,-0.0010508304882492446,6.0,81334
2,AUD,EEG-ch2,theta,4.0,8.0,0.0139304741124946,0.0025408591296984633,-0.003048027562126986,6.0,81334
2,AUD,EEG-ch3,theta,4.0,8.0,0.021118902762501047,0.008589825716714787,-0.006952597923250656,6.0,81334
2,AUD,EEG-ch4,theta,4.0,8.0,0.029294957947130038,0.016733044094270566,0.009812473359906856,6.0,81334
2,AUD,EEG-ch5,theta,4.0,8.0,0.00974423797182229,0.014542076556672723,-0.03243698595557878,6.0,81334
2,AUD,EEG-ch6,theta,4.0,8.0,0.02412978175762161,0.018267342634962325,-0.013475410012854206,6.0,81334
2,AUD,EEG-ch7,theta,4.0,8.0,0.02522197935311514,0.011038869323652691,0.007472211387396,6.0,81334
2,AUD,EEG-ch8,theta,4.0,8.0,0.015786659432260444,0.02173285347571488,-0.028309896932786325,6.0,81334
2,AUD,EEG-ch9,theta,4.0,8.0,0.024477433329733598,0.007824099313147256,0.005425100081939745,6.0,81334
2,AUD,EEG-ch10,theta,4.0,8.0,0.0036859765842786113,0.005114551282886059,0.028244397636476643,6.0,81334
2,AUD,EEG-ch11,theta,4.0,8.0,0.020181341832731767,0.020274599916668665,-0.017960784996509212,6.0,81334
2,AUD,EEG-ch12,theta,4.0,8.0,0.023356540605315286,0.028923818415539485,-0.023894040157933817,6.0,81334
2,AUD,EEG-ch14,theta,4.0,8.0,0.015001166100002253,0.02190055425974615,0.052333975649229925,6.0,81334
2,AUD,EEG-ch15,theta,4.0,8.0,0.05111685974147483,0.07668492632597164,-0.05054122399351419,6.0,81334
2,AUD,EEG-ch16,theta,4.0,8.0,0.030873811731655005,0.022789960638403335,-0.012919062463723686,6.0,81334
2,AUD,EEG-ch20,theta,4.0,8.0,0.028443132144499325,0.032309278095211905,-0.021295487654399856,6.0,81334
2,AUD,EEG-ch21,theta,4.0,8.0,0.036553914367120355,0.04761951316139341,-0.025793969488955296,6.0,81334
2,AUD,EEG-ch22,theta,4.0,8.0,0.021146878629685176,0.02921759331474799,-0.028016094083367225,6.0,81334
2,AUD,EEG-ch24,theta,4.0,8.0,0.03743237594728779,0.05163930489272939,-0.028140407712462442,6.0,81334
2,AUD,EEG-ch25,theta,4.0,8.0,0.022602025357753467,0.02789159480912543,-0.023719067413563232,6.0,81334
2,AUD,EEG-ch26,theta,4.0,8.0,0.02924893326418277,0.043888832100231534,-0.03370395053642707,6.0,81334
