subject_id,condition,channel,band,lowcut,highcut,plv,wpli,plv_pref_lag_s,plv_dom_freq,n_samples
3,VIZ,EEG-ch22,alpha,8.0,13.0,0.011854653008019878,0.01784614193872572,0.020159853127555968,10.5,81913
3,VIZ,EEG-ch23,alpha,8.0,13.0,0.01730276275087616,0.011517194826609239,0.006662166204168987,10.5,81913
3,VIZ,EEG-ch24,alpha,8.0,13.0,0.014684631870943073,0.017931239085074765,0.013620788512909057,10.5,81913
3,VIZ,EEG-ch25,alpha,8.0,13.0,0.025196704646582208,0.030099001000782496,0.013141282902695813,10.5,81913
3,VIZ,EEG-ch26,alpha,8.0,13.0,0.027202412915082026,0.03635986280007372,0.015298929750962677,10.5,81913
3,VIZ,EEG-ch27,alpha,8.0,13.0,0.023719338985786893,0.02400290663200712,0.010544378553705503,10.5,81913
3,VIZ,EEG-ch28,alpha,8.0,13.0,0.025767378296365807,0.015169019180848646,0.005793514977439799,10.5,81913
3,VIZ,EEG-ch29,alpha,8.0,13.0,0.02406206377705173,0.022113610858047042,0.009441231005826757,10.5,81913
3,VIZ,EEG-ch30,alpha,8.0,13.0,0.021230952009982967,0.028278096077240827,0.015133096727839572,10.5,81913
3,VIZ,EEG-ch31,alpha,8.0,13.0,0.03232341963987884,0.050024251367912755,0.026403155136987492,10.5,81913
3,VIZ,EEG-ch32,alpha,8.0,13.0,0.02772612884085158,8.950414561312696e-05,3.03724859404535e-05,10.5,81913
3,VIZ,EEG-ch1,low_beta,13.0,20.0,0.008338464757116087,0.007322356638945982,-0.02455524787180825,16.5,81913
3,VIZ,EEG-ch2,low_beta,13.0,20.0,0.005414431206523666,0.0033529084125385887,-0.02638023206525573,16.5,81913
3,VIZ,EEG-ch3,low_beta,13.0,20.0,0.007647002978076817,0.011790954748631509,-0.013719874230201297,16.5,81913
3,VIZ,EEG-ch4,low_beta,13.0,20.0,0.014697403192324272,0.019552370993141045,-0.020470257954568145,16.5,81913
3,VIZ,EEG-ch5,low_beta,13.0,20.0,0.01870534256430857,0.014784295882415605,-0.025200061961625896,16.5,81913
3,VIZ,EEG-ch6,low_beta,13.0,20.0,0.005375426330877733,0.005522560204321665,0.0068611975045138945,16.5,81913
3,VIZ,EEG-ch7,low_beta,13.0,20.0,0.013510274244093456,0.00821288254426005,0.026493224331504497,16.5,81913
3,VIZ,EEG-ch8,low_beta,13.0,20.0,0.012748790868079033,0.01652841321389434,-0.020928244722006762,16.5,81913
3,VIZ,EEG-ch9,low_beta,13.0,20.0,0.01089048944439134,0.013873092005312827,-0.02122538174420275,16.5,81913
3,VIZ,EEG-ch10,low_beta,13.0,20.0,0.0009566868234726726,0.0008745306812188912,-0.005982814408047466,16.5,81913
3,VIZ,EEG-ch11,low_beta,13.0,20.0,0.005392275665133724,0.005428911095662701,0.006668457236476755,16.5,81913
3,VIZ,EEG-ch12,low_beta,13.0,20.0,0.011681117915928428,0.017509147573779374,-0.012041648980175563,16.5,81913
3,VIZ,EEG-ch13,low_beta,13.0,20.0,0.003461914200854096,0.005332001374406591,0.012760273881201727,16.5,81913
3,VIZ,EEG-ch14,low_beta,13.0,20.0,0.004139336918061141,0.004112100169631771,-0.023716932975108962,16.5,81913
3,VIZ,EEG-ch15,low_beta,13.0,20.0,0.010974063236530511,0.01715521679521195,-0.016030870414850417,16.5,81913
3,VIZ,EEG-ch16,low_beta,13.0,20.0,0.0010923450168168391,0.0005927402422504246,0.003388442684724696,16.5,81913
3,VIZ,EEG-ch17,low_beta,13.0,20.0,0.005225485127488838,0.0008617275854436374,-0.0010139818279149614,16.5,81913
3,VIZ,EEG-ch18,low_beta,13.0,20.0,0.007649141848629533,0.010461581260249982,-0.020065321950835616,16.5,81913
3,VIZ,EEG-ch19,low_beta,13.0,20.0,0.015436701006621945,0.015303784721631237,-0.02371703754193944,16.5,81913
3,VIZ,EEG-ch20,low_beta,13.0,20.0,0.013754931935067449,0.02032460075111604,-0.011848451259822349,16.5,81913
3,VIZ,EEG-ch21,low_beta,13.0,20.0,0.011653814789213767,0.016866362976602652,-0.018953266609069375,16.5,81913
3,VIZ,EEG-ch22,low_beta,13.0,20.0,0.012118623666225117,0.01700311142023777,-0.010655099263739365,16.5,81913
3,VIZ,EEG-ch23,low_beta,13.0,20.0,0.011973538140270572,0.013483816158116304,-0.022539099074307282,16.5,81913
3,VIZ,EEG-ch24,low_beta,13.0,20.0,0.012378685382677551,0.0014628292142906977,0.029581678885972906,16.5,81913
3,VIZ,EEG-ch25,low_beta,13.0,20.0,0.016312512750375343,0.0255454053859353,-0.015142499942840597,16.5,81913
3,VIZ,EEG-ch26,low_beta,13.0,20.0,0.011127838015651178,0.01596491834300384,-0.011009211409603792,16.5,81913
3,VIZ,EEG-ch27,low_beta,13.0,20.0,0.0063022203374802155,0.007537805023045993,-0.008307797693992473,16.5,81913
3,VIZ,EEG-ch28,low_beta,13.0,20.0,0.007756904036937535,0.01149951287806002,-0.011742735531514975,16.5,81913
3,VIZ,EEG-ch29,low_beta,13.0,20.0,0.0159148280065163,0.019072626930334683,-0.008296995849894693,16.5,81913
3,VIZ,EEG-ch30,low_beta,13.0,20.0,0.00836428383688684,0.0035775174356108674,-0.0026544379017647366,16.5,81913
3,VIZ,EEG-ch31,low_beta,13.0,20.0,0.010110895156266694,0.01360458108011502,-0.009905843286879537,16.5,81913
3,VIZ,EEG-ch32,low_beta,13.0,20.0,0.006771656354146556,0.010012638770210159,-0.011766502522707716,16.5,81913
3,VIZ,EEG-ch1,high_beta,20.0,30.0,0.005395289924291864,0.003954344913237973,-0.016917499762990024,25.0,81913
3,VIZ,EEG-ch2,high_beta,20.0,30.0,0.022336641785359608,0.03345264459500381,-0.007948281957613677,25.0,81913
3,VIZ,EEG-ch3,high_beta,20.0,30.0,0.01756424218413398,0.027472450901818723,-0.009532354973609061,25.0,81913
3,VIZ,EEG-ch4,high_beta,20.0,30.0,0.00870241445263102,0.01198196503783936,-0.006827713176557218,25.0,81913
3,VIZ,EEG-ch5,high_beta,20.0,30.0,0.004315595826207465,0.0044328861232723,-0.004557364206849945,25.0,81913
3,VIZ,EEG-ch6,high_beta,20.0,30.0,0.006671743396949367,0.007157621515154937,-0.004761560226743692,25.0,81913
3,VIZ,EEG-ch7,high_beta,20.0,30.0,0.015100316300262994,0.02327002279424496,-0.008650283756695434,25.0,81913
3,VIZ,EEG-ch8,high_beta,20.0,30.0,0.01119987666450815,0.017134104543545043,-0.00862612404551206,25.0,81913
3,VIZ,EEG-ch9,high_beta,20.0,30.0,0.016759490331306855,0.02204645009345469,-0.006377259951907409,25.0,81913
3,VIZ,EEG-ch10,high_beta,20.0,30.0,0.015656402551976097,0.01796402889085964,-0.005202728713628084,25.0,81913
3,VIZ,EEG-ch11,high_beta,20.0,30.0,0.00972685560205044,0.005664401084930348,-0.0024096600503716783,25.0,81913
3,VIZ,EEG-ch12,high_beta,20.0,30.0,0.015192535946153603,0.018098906712001393,-0.0054967098677050335,25.0,81913
3,VIZ,EEG-ch13,high_beta,20.0,30.0,0.02045106854589429,0.008333559349194662,-0.001662821444576349,25.0,81913
3,VIZ,EEG-ch14,high_beta,20.0,30.0,0.0145879894443189,0.015599017738768938,-0.004762131097171949,25.0,81913
3,VIZ,EEG-ch15,high_beta,20.0,30.0,0.021527765923980695,0.010991245233045578,-0.002109447428606581,25.0,81913
3,VIZ,EEG-ch16,high_beta,20.0,30.0,0.020941666991905007,0.006667318088405646,-0.001297012921466224,25.0,81913
3,VIZ,EEG-ch17,high_beta,20.0,30.0,0.018859945765832112,0.02628631754076908,-0.006888714275620015,25.0,81913
3,VIZ,EEG-ch18,high_beta,20.0,30.0,0.022682710193429562,0.030448447816093554,-0.006464713575885364,25.0,81913
3,VIZ,EEG-ch19,high_beta,20.0,30.0,0.02419677359693156,0.03662559875113576,-0.008145504492213575,25.0,81913
3,VIZ,EEG-ch20,high_beta,20.0,30.0,0.017527433326486187,0.014141050177459062,-0.0033977207151937657,25.0,81913
3,VIZ,EEG-ch21,high_beta,20.0,30.0,0.020653084706919955,0.020540815515360217,-0.004319732355339613,25.0,81913
3,VIZ,EEG-ch22,high_beta,20.0,30.0,0.018059340155801507,0.016900942686499786,-0.004067555420013171,25.0,81913
3,VIZ,EEG-ch23,high_beta,20.0,30.0,0.022829780917653576,0.028596318101670976,-0.005818468316542638,25.0,81913
3,VIZ,EEG-ch24,high_beta,20.0,30.0,0.013689309803250558,0.009489907751724752,-0.002908126716656152,25.0,81913
3,VIZ,EEG-ch25,high_beta,20.0,30.0,0.01603677997330315,0.015253222023451649,-0.004147890014200682,25.0,81913
3,VIZ,EEG-ch26,high_beta,20.0,30.0,0.022783557395198425,0.02279070754407547,-0.004376908064900888,25.0,81913
3,VIZ,EEG-ch27,high_beta,20.0,30.0,0.02466738187202596,0.029385246590616386,-0.005431101150617127,25.0,81913
3,VIZ,EEG-ch28,high_beta,20.0,30.0,0.024764271373685427,0.028092372442007005,-0.005073548263000879,25.0,81913
3,VIZ,EEG-ch29,high_beta,20.0,30.0,0.016658709827955098,0.010454707999609228,-0.002616758266332694,25.0,81913
3,VIZ,EEG-ch30,high_beta,20.0,30.0,0.012764746275238865,0.008885365035489562,-0.002925594328021829,25.0,81913
3,VIZ,EEG-ch31,high_beta,20.0,30.0,0.014033154386872235,0.0016598752740742179,0.00048203905067596486,25.0,81913
3,VIZ,EEG-ch32,high_beta,20.0,30.0,0.02385645744482509,0.02410933528975171,-0.004425965808761542,25.0,81913
3,VIZ,EEG-ch1,gamma1,30.0,50.0,0.00456973885014352,0.006031926714245605,0.003976698910233358,40.0,81913
3,VIZ,EEG-ch2,gamma1,30.0,50.0,0.003878257125614612,0.005382545522214331,0.004316429742624813,40.0,81913
3,VIZ,EEG-ch3,gamma1,30.0,50.0,0.00344069000928015,0.004130938573873534,0.0034643588947537852,40.0,81913
3,VIZ,EEG-ch4,gamma1,30.0,50.0,0.00345877023157573,0.005368363713381384,0.005675639331702162,40.0,81913
3,VIZ,EEG-ch5,gamma1,30.0,50.0,0.00235383050100419,0.002350195082104924,0.002740791879645199,40.0,81913
3,VIZ,EEG-ch6,gamma1,30.0,50.0,0.0075648661090875835,0.004874205243910652,0.010817350300997041,40.0,81913
3,VIZ,EEG-ch7,gamma1,30.0,50.0,0.005105965569959549,0.004441997863839011,0.010160934738103715,40.0,81913
3,VIZ,EEG-ch8,gamma1,30.0,50.0,0.0019457836838402008,0.0014076559502551366,0.0019038691385098127,40.0,81913
3,VIZ,EEG-ch9,gamma1,30.0,50.0,0.0022373601565607915,0.0015495956774550148,0.0018167240165136748,40.0,81913
3,VIZ,EEG-ch10,gamma1,30.0,50.0,0.0014804768250609988,0.0016856925225775773,0.003229090798035653,40.0,81913
3,VIZ,EEG-ch11,gamma1,30.0,50.0,0.006453770717287499,0.0022707552075921264,-0.011601666282964256,40.0,81913
3,VIZ,EEG-ch12,gamma1,30.0,50.0,0.0025421513235765114,0.001282752610084775,0.0013007283668299528,40.0,81913
3,VIZ,EEG-ch13,gamma1,30.0,50.0,0.002165565583229879,0.0008861747419479746,0.0010484667782940538,40.0,81913
3,VIZ,EEG-ch14,gamma1,30.0,50.0,0.0019144529396381644,0.0007201550332828277,0.0009628563166135328,40.0,81913
3,VIZ,EEG-ch15,gamma1,30.0,50.0,0.0055262639208428005,0.007324020618815248,-0.008508672726137027,40.0,81913
3,VIZ,EEG-ch16,gamma1,30.0,50.0,0.0023304809605380356,0.0010302114612579338,0.0011346286485989915,40.0,81913
3,VIZ,EEG-ch17,gamma1,30.0,50.0,0.0033062605471680384,0.0011057552334420519,0.0008525286717520904,40.0,81913
3,VIZ,EEG-ch18,gamma1,30.0,50.0,0.003496257657662068,0.0035286489603554997,0.0027766249001594523,40.0,81913
3,VIZ,EEG-ch19,gamma1,30.0,50.0,0.007068700301217426,0.00866760637011505,0.00892512185067417,40.0,81913
3,VIZ,EEG-ch20,gamma1,30.0,50.0,0.007074137684136622,0.007822581003392573,0.009385267422861434,40.0,81913
3,VIZ,EEG-ch21,gamma1,30.0,50.0,0.0027382096114542827,0.003159638439553382,0.00328414480292319,40.0,81913
3,VIZ,EEG-ch22,gamma1,30.0,50.0,0.002613506850535704,0.001361817324611603,0.0013444271620252643,40.0,81913
3,VIZ,EEG-ch23,gamma1,30.0,50.0,0.002464303261897362,0.002911971051384299,0.0033897913601146005,40.0,81913
3,VIZ,EEG-ch24,gamma1,30.0,50.0,0.004967585457640516,0.004131504001685317,0.010275761793975232,40.0,81913
3,VIZ,EEG-ch25,gamma1,30.0,50.0,0.0026154553031762667,0.0011263472642489836,0.0011041401262296417,40.0,81913
3,VIZ,EEG-ch26,gamma1,30.0,50.0,0.0014796861105365402,0.0015856889015720512,0.002988862188404103,40.0,81913
3,VIZ,EEG-ch27,gamma1,30.0,50.0,0.0008550996429415438,0.0012286272498028181,0.004603353769740838,40.0,81913
3,VIZ,EEG-ch28,gamma1,30.0,50.0,0.00030634357551322013,0.000396874386495594,0.003863997497825768,40.0,81913
3,VIZ,EEG-ch29,gamma1,30.0,50.0,0.002584144562185936,0.0013672136278697943,0.001365529405853266,40.0,81913
3,VIZ,EEG-ch30,gamma1,30.0,50.0,0.0024250775429462685,0.0008186226973125499,0.0008613815179691646,40.0,81913
3,VIZ,EEG-ch31,gamma1,30.0,50.0,0.002591729343646955,7.839573669927447e-05,-7.644928433643179e-05,40.0,81913
3,VIZ,EEG-ch32,gamma1,30.0,50.0,0.0020027317484397353,0.00021370095347110214,-0.0002706998192531647,40.0,81913
3,AUD,EEG-ch1,delta,0.5,4.0,0.02459657384447106,0.02518019036197203,-0.05071112669838439,2.25,83885
3,AUD,EEG-ch2,delta,0.5,4.0,0.023461614868031132,0.01648978757968337,0.03336106849715942,2.25,83885
3,AUD,EEG-ch3,delta,0.5,4.0,0.026616494895252224,0.00793836736835738,0.013646543542058064,2.25,83885
3,AUD,EEG-ch4,delta,0.5,4.0,0.02970544268660559,0.006642804487230994,-0.010172378233155562,2.25,83885
3,AUD,EEG-ch5,delta,0.5,4.0,0.025168322176926373,0.0035412032626073926,0.006486517746552599,2.25,83885
3,AUD,EEG-ch6,delta,0.5,4.0,0.041999590124362156,0.04743677080377848,-0.05663094744570359,2.25,83885
3,AUD,EEG-ch7,delta,0.5,4.0,0.01945264901025204,0.016270796558317827,-0.04038068048049094,2.25,83885
3,AUD,EEG-ch8,delta,0.5,4.0,0.020045472047695443,0.025398409175418583,-0.06651768158103852,2.25,83885
3,AUD,EEG-ch9,delta,0.5,4.0,0.03359246525669617,0.012093474494396699,-0.016771677087842454,2.25,83885
3,AUD,EEG-ch10,delta,0.5,4.0,0.043361548707615535,0.029901255526748712,-0.03253449130251979,2.25,83885
3,AUD,EEG-ch11,delta,0.5,4.0,0.026074681682294522,0.030268893062639274,-0.059565077844217836,2.25,83885
3,AUD,EEG-ch12,delta,0.5,4.0,0.03036154302254187,0.027917464019666185,0.044881800820678816,2.25,83885
3,AUD,EEG-ch13,delta,0.5,4.0,0.01846835414716844,0.019488698428333964,-0.052996408967220895,2.25,83885
3,AUD,EEG-ch14,delta,0.5,4.0,0.02546581862356167,0.029971104408884404,-0.061595794635048086,2.25,83885
3,AUD,EEG-ch15,delta,0.5,4.0,0.02803512261997264,0.02166185494571079,-0.036393256342400655,2.25,83885
3,AUD,EEG-ch16,delta,0.5,4.0,0.036427500267401915,0.032375185065467556,-0.04219184963865309,2.25,83885
3,AUD,EEG-ch17,delta,0.5,4.0,0.020966202032039978,0.009628886097567634,0.0210844615323031,2.25,83885
3,AUD,EEG-ch18,delta,0.5,4.0,0.011659999360010992,0.0027894941932770697,0.010893216791751698,2.25,83885
3,AUD,EEG-ch19,delta,0.5,4.0,0.04411076651096056,0.06572047704001342,-0.09247462129754815,2.25,83885
3,AUD,EEG-ch20,delta,0.5,4.0,0.03258448720147974,0.04190918442207354,0.07084784319073283,2.25,83885
3,AUD,EEG-ch21,delta,0.5,4.0,0.029779741299085023,0.018977982296634905,0.029975914886989447,2.25,83885
3,AUD,EEG-ch22,delta,0.5,4.0,0.016412089903024573,0.006709313406195924,0.018852501294303516,2.25,83885
3,AUD,EEG-ch23,delta,0.5,4.0,0.018822517468044028,0.015314405678746455,0.03899157085601304,2.25,83885
3,AUD,EEG-ch24,delta,0.5,4.0,0.030808325258342137,0.0299090325345329,-0.04649443943074499,2.25,83885
3,AUD,EEG-ch25,delta,0.5,4.0,0.053308566241204475,0.07385269173350814,0.07628991859085704,2.25,83885
3,AUD,EEG-ch26,delta,0.5,4.0,0.017976842365753497,0.023970241699593053,0.07318914888042662,2.25,83885
3,AUD,EEG-ch27,delta,0.5,4.0,0.017515312485125653,0.018031870223594128,0.05141246122709191,2.25,83885
3,AUD,EEG-ch28,delta,0.5,4.0,0.007756161176571953,0.005879426992385916,-0.036067409897401655,2.25,83885
3,AUD,EEG-ch29,delta,0.5,4.0,0.02614939969535029,0.015145073214337737,-0.026688385159474394,2.25,83885
3,AUD,EEG-ch30,delta,0.5,4.0,0.04212750320198833,0.010891062663308818,0.01184179374765887,2.25,83885
3,AUD,EEG-ch31,delta,0.5,4.0,0.0268312607540955,0.017759619685016693,0.0312460001374858,2.25,83885
3,AUD,EEG-ch32,delta,0.5,4.0,0.025118259469634113,0.004919317222208584,0.008902432998231855,2.25,83885
3,AUD,EEG-ch1,theta,4.0,8.0,0.024062271912361804,0.02184916646935633,-0.01653094125368456,6.0,83885
3,AUD,EEG-ch2,theta,4.0,8.0,0.013867472724628115,0.016184639609514155,-0.022688812313282486,6.0,83885
3,AUD,EEG-ch3,theta,4.0,8.0,0.018659875174666503,0.022045918960394473,-0.02309414845463698,6.0,83885
3,AUD,EEG-ch4,theta,4.0,8.0,0.012745277668943287,0.014346465227628427,-0.021694019056550166,6.0,83885
3,AUD,EEG-ch5,theta,4.0,8.0,0.009163606350037524,0.012575620819976763,-0.029134927399053077,6.0,83885
3,AUD,EEG-ch6,theta,4.0,8.0,0.02457842268263979,0.03862102498413236,-0.041665184666761945,6.0,83885
3,AUD,EEG-ch7,theta,4.0,8.0,0.009173295274882148,0.01412923292397446,-0.039467835628309744,6.0,83885
3,AUD,EEG-ch8,theta,4.0,8.0,0.018354301891476337,0.006412810706163306,0.07728648907039809,6.0,83885
3,AUD,EEG-ch9,theta,4.0,8.0,0.013736036162769884,0.003403914207376265,0.00424887734790906,6.0,83885
3,AUD,EEG-ch10,theta,4.0,8.0,0.018174622444970576,0.024941905125864777,-0.02894209558949673,6.0,83885
3,AUD,EEG-ch11,theta,4.0,8.0,0.014706341319066223,0.022591942812814125,-0.04508840654978684,6.0,83885
3,AUD,EEG-ch12,theta,4.0,8.0,0.008587520802715624,0.013245487165783675,-0.038132067097983474,6.0,83885
3,AUD,EEG-ch13,theta,4.0,8.0,0.010945741796084884,0.016958794345174277,0.0393613788215243,6.0,83885
3,AUD,EEG-ch14,theta,4.0,8.0,0.009090950978565526,0.013152637092343268,-0.03119769491841891,6.0,83885
3,AUD,EEG-ch15,theta,4.0,8.0,0.024356204032732188,0.03743146756704414,-0.046081126792667876,6.0,83885
3,AUD,EEG-ch16,theta,4.0,8.0,0.0120639808738251,0.018527529509197904,-0.03650246809113275,6.0,83885
3,AUD,EEG-ch17,theta,4.0,8.0,0.009889565115420603,0.004590722962812838,-0.07533343946917818,6.0,83885
3,AUD,EEG-ch18,theta,4.0,8.0,0.00700361933543842,0.0017519392287490146,-0.07906817250748462,6.0,83885
3,AUD,EEG-ch19,theta,4.0,8.0,0.006953800732178658,0.007971005276159831,-0.021652770892486822,6.0,83885
3,AUD,EEG-ch20,theta,4.0,8.0,0.021059099584624884,0.029310988754435614,-0.05406808471916564,6.0,83885
3,AUD,EEG-ch21,theta,4.0,8.0,0.024690996548608797,0.03527799364489339,-0.052054161241510744,6.0,83885
3,AUD,EEG-ch22,theta,4.0,8.0,0.005984963392463173,0.009273998313401668,-0.04364056500043049,6.0,83885
3,AUD,EEG-ch23,theta,4.0,8.0,0.010309329160542212,0.00030595185571230386,-0.08282828586035382,6.0,83885
3,AUD,EEG-ch24,theta,4.0,8.0,0.028225343964354766,0.03361233758589442,-0.060234366086881506,6.0,83885
3,AUD,EEG-ch25,theta,4.0,8.0,0.029922072298991825,0.0326709175412614,-0.06271209208019772,6.0,83885
3,AUD,EEG-ch26,theta,4.0,8.0,0.014363419971398875,0.02124850621953872,-0.04995110016761539,6.0,83885
3,AUD,EEG-ch27,theta,4.0,8.0,0.01192429921680537,0.017916379045351732,-0.049332205282099,6.0,83885
3,AUD,EEG-ch28,theta,4.0,8.0,0.011956586540044821,0.012884766695599731,-0.06311910931351492,6.0,83885
3,AUD,EEG-ch29,theta,4.0,8.0,0.010843878400016126,0.016773709902165427,-0.040326268586888925,6.0,83885
3,AUD,EEG-ch30,theta,4.0,8.0,0.01813098654962058,0.004954494792029687,0.07871044167915,6.0,83885
3,AUD,EEG-ch31,theta,4.0,8.0,0.01755824872488238,0.025779131000822787,-0.03167462897896769,6.0,83885
3,AUD,EEG-ch32,theta,4.0,8.0,0.0027401577752555325,0.003323580882487755,-0.02362738028333885,6.0,83885
3,AUD,EEG-ch1,alpha,8.0,13.0,0.031442709374285574,0.03787379698649398,-0.03433542693544033,10.5,83885
3,AUD,EEG-ch2,alpha,8.0,13.0,0.027168134102083547,0.027757494886492564,-0.036794384967828865,10.5,83885
3,AUD,EEG-ch3,alpha,8.0,13.0,0.02928376193424205,0.04140543297997217,-0.030561934228590888,10.5,83885
3,AUD,EEG-ch4,alpha,8.0,13.0,0.03692589531354784,0.025444051410063735,-0.04066498703277724,10.5,83885
3,AUD,EEG-ch5,alpha,8.0,13.0,0.040392865392103364,0.057313679386605,-0.030325187321831842,10.5,83885
3,AUD,EEG-ch6,alpha,8.0,13.0,0.04892810950593012,0.033754016821689166,-0.04068370765681952,10.5,83885
3,AUD,EEG-ch7,alpha,8.0,13.0,0.040318439919566636,0.02277314834075318,-0.041999062591856984,10.5,83885
3,AUD,EEG-ch8,alpha,8.0,13.0,0.04380810487108537,0.04231071179264434,-0.03746777342305863,10.5,83885
3,AUD,EEG-ch9,alpha,8.0,13.0,0.035787756176631866,0.04700522818028582,-0.0325796759182336,10.5,83885
3,AUD,EEG-ch10,alpha,8.0,13.0,0.036486499027812994,0.05286016798248125,-0.029716843842696364,10.5,83885
3,AUD,EEG-ch11,alpha,8.0,13.0,0.0428531219741146,0.01622606240556183,-0.04391921535732208,10.5,83885
3,AUD,EEG-ch12,alpha,8.0,13.0,0.0447767855090103,0.02435501266764933,-0.04225533988704926,10.5,83885
3,AUD,EEG-ch13,alpha,8.0,13.0,0.05295611768346604,0.057278663014130454,-0.03592473274132552,10.5,83885
3,AUD,EEG-ch14,alpha,8.0,13.0,0.03893670612384194,0.04532581269596057,-0.03482439957799589,10.5,83885
3,AUD,EEG-ch15,alpha,8.0,13.0,0.027768689986191773,0.016589787639090737,0.04171637840243135,10.5,83885
3,AUD,EEG-ch16,alpha,8.0,13.0,0.03694933062649739,0.003355221238381474,0.046745447499368424,10.5,83885
3,AUD,EEG-ch17,alpha,8.0,13.0,0.03965738053723569,0.01891656588809982,-0.04292586716285775,10.5,83885
3,AUD,EEG-ch18,alpha,8.0,13.0,0.04458021641414285,0.040916287119024876,-0.038163538517353955,10.5,83885
3,AUD,EEG-ch19,alpha,8.0,13.0,0.040437751936571675,0.041304434363758157,-0.03667821908558193,10.5,83885
3,AUD,EEG-ch20,alpha,8.0,13.0,0.03506054646046634,0.043686155539989974,0.033641240776073625,10.5,83885
3,AUD,EEG-ch21,alpha,8.0,13.0,0.026552874726931214,0.0034828720656862842,0.046361512647705896,10.5,83885
3,AUD,EEG-ch22,alpha,8.0,13.0,0.043546165447339906,0.03467541105834475,-0.0395288568037302,10.5,83885
3,AUD,EEG-ch23,alpha,8.0,13.0,0.03849967786466591,0.028547155654904965,-0.040103888492982534,10.5,83885
3,AUD,EEG-ch24,alpha,8.0,13.0,0.028192061174868385,0.03466908150838515,0.033998179490157245,10.5,83885
3,AUD,EEG-ch25,alpha,8.0,13.0,0.02560307225291798,0.02292822422096117,0.03841882399591182,10.5,83885
3,AUD,EEG-ch26,alpha,8.0,13.0,0.02391769014866592,0.008033196812106562,-0.04433834045602328,10.5,83885
3,AUD,EEG-ch27,alpha,8.0,13.0,0.028918776164519582,0.0035495835288306713,0.046425181868150825,10.5,83885
3,AUD,EEG-ch28,alpha,8.0,13.0,0.03513775932358197,0.05462171886517044,0.026023742075183987,10.5,83885
3,AUD,EEG-ch29,alpha,8.0,13.0,0.025265396913513885,0.01170805745755689,0.043085762298193934,10.5,83885
3,AUD,EEG-ch30,alpha,8.0,13.0,0.032702050322392,0.03457400723381105,0.03647335289756271,10.5,83885
3,AUD,EEG-ch31,alpha,8.0,13.0,0.029013317979199357,0.027216774256825668,0.03794009040722129,10.5,83885
3,AUD,EEG-ch32,alpha,8.0,13.0,0.02813753521146246,0.04286343314590201,0.02773338665818156,10.5,83885
3,AUD,EEG-ch1,low_beta,13.0,20.0,0.016191691241933065,0.01757535755355591,0.023024875893060816,16.5,83885
3,AUD,EEG-ch2,low_beta,13.0,20.0,0.010990022760275529,0.008758297805032506,0.02517650011044537,16.5,83885
3,AUD,EEG-ch3,low_beta,13.0,20.0,0.010724714843746055,0.016326394454665428,0.01776249391942628,16.5,83885
3,AUD,EEG-ch4,low_beta,13.0,20.0,0.019126482717189443,0.00211377342833873,0.029624603247781087,16.5,83885
3,AUD,EEG-ch5,low_beta,13.0,20.0,0.011443495590241893,0.002584446858101939,0.028900904041975487,16.5,83885
3,AUD,EEG-ch6,low_beta,13.0,20.0,0.016395823081419073,0.018832751859891438,0.022367894824365377,16.5,83885
3,AUD,EEG-ch7,low_beta,13.0,20.0,0.012907732510890505,0.0005480318155801606,0.03004160531545998,16.5,83885
3,AUD,EEG-ch8,low_beta,13.0,20.0,0.002826213413643199,0.0029908840008229247,0.02314901312830927,16.5,83885
3,AUD,EEG-ch9,low_beta,13.0,20.0,0.013682056619575233,0.001438610143695213,-0.029658900074366414,16.5,83885
3,AUD,EEG-ch10,low_beta,13.0,20.0,0.012146626726404392,0.011757280084030758,-0.023967900186253523,16.5,83885
3,AUD,EEG-ch11,low_beta,13.0,20.0,0.02350915891837307,0.021237174178259984,0.024403918143343493,16.5,83885
3,AUD,EEG-ch12,low_beta,13.0,20.0,0.019691848702699494,0.002454247304203794,0.02953637144684903,16.5,83885
3,AUD,EEG-ch13,low_beta,13.0,20.0,0.007879848193537244,0.012117178137476325,-0.013630643428456364,16.5,83885
3,AUD,EEG-ch14,low_beta,13.0,20.0,0.024514755802798466,0.010648687681850096,-0.027614766114018627,16.5,83885
3,AUD,EEG-ch15,low_beta,13.0,20.0,0.015335241128415762,0.012125221232581251,-0.025205520992851047,16.5,83885
3,AUD,EEG-ch16,low_beta,13.0,20.0,0.02747958090167497,0.021316117552447077,0.02533689910536128,16.5,83885
3,AUD,EEG-ch17,low_beta,13.0,20.0,0.021609448144152586,0.005012073815179725,0.028861850047867278,16.5,83885
3,AUD,EEG-ch18,low_beta,13.0,20.0,0.015527741094739875,0.0075475740303799915,-0.027230180677433765,16.5,83885
3,AUD,EEG-ch19,low_beta,13.0,20.0,0.013094972328440896,0.014352536525450708,0.022915244142382264,16.5,83885
3,AUD,EEG-ch20,low_beta,13.0,20.0,0.030967626390774897,0.031810947592742916,0.023374840660046622,16.5,83885
3,AUD,EEG-ch21,low_beta,13.0,20.0,0.030625823947415448,0.022875870348579897,0.025550399121484584,16.5,83885
3,AUD,EEG-ch22,low_beta,13.0,20.0,0.02144250323224622,0.010741154878326468,0.027148495342410355,16.5,83885
3,AUD,EEG-ch23,low_beta,13.0,20.0,0.01776618400162116,0.004926068529797121,0.028580113346186837,16.5,83885
