subject_id,condition,channel,band,lowcut,highcut,correlation_direct,pvalue_direct,correlation_max_lagged,optimal_lag_ms,optimal_lag_samples
2,VIZ,EEG-ch6,theta,4.0,8,0.056566312008964316,7.827809276187349e-57,0.09025510023268662,-453.125,-116
2,VIZ,EEG-ch7,theta,4.0,8,0.05545009866228417,1.1146503434510411e-54,-0.07112950680238413,85.9375,22
2,VIZ,EEG-ch8,theta,4.0,8,0.058081281735267665,7.984744804245783e-60,-0.06314528486774464,93.75,24
2,VIZ,EEG-ch9,theta,4.0,8,0.04138182923035616,3.345101043590833e-31,0.06470739833217605,164.0625,42
2,VIZ,EEG-ch10,theta,4.0,8,0.05491357098944413,1.1668388824392862e-53,-0.07002686989144342,-343.75,-88
2,VIZ,EEG-ch11,theta,4.0,8,0.05586192243083071,1.8096698673417345e-55,0.0717150539007599,-457.03125,-117
2,VIZ,EEG-ch12,theta,4.0,8,0.02785205136105282,5.385988290149077e-15,-0.05049175327489094,66.40625,17
2,VIZ,EEG-ch14,theta,4.0,8,0.032055116709735335,2.301965942080587e-19,0.06852746664008395,160.15625,41
2,VIZ,EEG-ch15,theta,4.0,8,0.025371437946569438,1.0710317288490587e-12,0.07804047742274248,445.3125,114
2,VIZ,EEG-ch16,theta,4.0,8,0.01574346507927925,9.947346333066765e-06,0.050368861176304944,160.15625,41
2,VIZ,EEG-ch17,theta,4.0,8,0.003896435513657951,0.2741966796692484,0.03059101604958077,453.125,116
2,VIZ,EEG-ch20,theta,4.0,8,0.012051150509970871,0.0007195995344210597,0.09243374075847034,500.0,128
2,VIZ,EEG-ch21,theta,4.0,8,0.020242350956575093,1.3380632477141892e-08,-0.033009443304208665,496.09375,127
2,VIZ,EEG-ch22,theta,4.0,8,0.01691431594941826,2.0650402136195087e-06,0.05424826620157755,160.15625,41
2,VIZ,EEG-ch24,theta,4.0,8,-0.012548105208690522,0.00042915239979467954,0.0299116350171077,-476.5625,-122
2,VIZ,EEG-ch25,theta,4.0,8,0.016872805220346183,2.187298325624805e-06,0.03505135054979706,164.0625,42
2,VIZ,EEG-ch26,theta,4.0,8,0.021635408440285747,1.2617756232217246e-09,0.038693559031121316,-488.28125,-125
2,VIZ,EEG-ch27,theta,4.0,8,0.004343463934925425,0.22288256688180563,0.03290737994236247,-484.375,-124
2,VIZ,EEG-ch29,theta,4.0,8,-0.0044090283954450575,0.21597635076542301,0.04426685791888974,445.3125,114
2,VIZ,EEG-ch30,theta,4.0,8,-0.00023976411181775574,0.9463553922519617,0.03297505749851812,460.9375,118
