subject_id,condition,metric,observed,null_mean,null_std,null_p2_5,null_p97_5,p_one_sided,z
2,RS1,coh_band_avg,0.09646373352231287,0.09931413605293049,0.016942101786109016,0.0681662943963559,0.1306240171633658,0.5522388059701493,-0.16824373779613885
2,RS1,plv,0.07970418832756444,0.14039077349630044,0.07636838673103023,0.02482403979182823,0.31647932622881636,0.7711442786069652,-0.7946558486625415
2,RS1,wpli,0.10602710990200866,0.150656126183701,0.1078095017129416,0.005802475217434247,0.42098722966461233,0.5870646766169154,-0.41396180830631757
2,VIZ,coh_band_avg,0.08763344938517106,0.10589810683427571,0.020359595096611737,0.07304148348129874,0.1490227518736601,0.8159203980099502,-0.8971031772701741
2,VIZ,plv,0.10771352377302824,0.1733717815510628,0.10105867289087775,0.031901017120940935,0.45912417613167134,0.7263681592039801,-0.6497043341241159
2,VIZ,wpli,0.16116790011807344,0.1557118801057741,0.11395028638279618,0.005705143957489912,0.4386691298662393,0.38308457711442784,0.04788070469582484
2,AUD,coh_band_avg,0.1449920453134201,0.11611476412832196,0.02111785966533462,0.07951797874383772,0.15881356644066633,0.09950248756218906,1.3674340886212428
2,AUD,plv,0.3863784566643074,0.3011558293132942,0.18063601347439373,0.046878559981274034,0.667901566812631,0.32338308457711445,0.47179200709660285
2,AUD,wpli,0.03926137216465257,0.256432974239757,0.20465646664046172,0.006900154715652721,0.7638492904471736,0.9104477611940298,-1.0611519178459634
2,MULTI,coh_band_avg,0.11272768584178429,0.1414655212986965,0.023985439416038763,0.09719521217932305,0.18793988199377176,0.8656716417910447,-1.1981367094611397
2,MULTI,plv,0.14214062209411876,0.21002771776490653,0.09905159224424741,0.03754152376281949,0.3970881315561647,0.7313432835820896,-0.6853710690827428
2,MULTI,wpli,0.16352973181543531,0.2005461158689265,0.1522422244428913,0.008780431979276884,0.5440041818545878,0.5124378109452736,-0.24314137676946967
2,RS2,coh_band_avg,0.11933597091712503,0.12288274147577105,0.022183571476907405,0.07681761599543185,0.16246038496302798,0.5572139303482587,-0.15988275658579731
2,RS2,plv,0.2575803113583305,0.2043683638637109,0.11189969466730919,0.025757885007784902,0.4165035110325615,0.2935323383084577,0.47553255308537606
2,RS2,wpli,0.2890255273735025,0.22179216825990544,0.1515602869018328,0.011385955012050442,0.5316798671319375,0.30845771144278605,0.4436080221802749
3,RS1,coh_band_avg,0.12775372747860944,0.11527666005715723,0.021475946713379518,0.07800807882764944,0.16356209610432348,0.25870646766169153,0.5809786915553762
3,RS1,plv,0.22984489667522703,0.2155976069505303,0.11001821378099644,0.05302250568199473,0.44103845884794607,0.417910447761194,0.1294993731952199
3,RS1,wpli,0.10576360539925501,0.23567020102867467,0.18904378467944097,0.00781252228908488,0.7158330109880453,0.7064676616915423,-0.6871772899050901
3,VIZ,coh_band_avg,0.09168182432792334,0.12212525029254521,0.02119897187231062,0.08716251142645709,0.16552740793749338,0.9303482587064676,-1.4360803037050138
3,VIZ,plv,0.01999851374725892,0.2670553158535185,0.14254456697524054,0.04164993068776875,0.5373904530643495,0.9850746268656716,-1.7331898882485814
3,VIZ,wpli,0.022233570430000835,0.2346393651858049,0.1849990685657088,0.006034541117705363,0.6318756207787862,0.9253731343283582,-1.1481452117709492
3,AUD,coh_band_avg,0.11466499401736052,0.11748440389306174,0.023307588878755683,0.0786707692275535,0.17013873522013964,0.5124378109452736,-0.12096531693465043
3,AUD,plv,0.11217707578724662,0.2616415048550019,0.1288283471069922,0.05894980724076527,0.5041541874531604,0.8258706467661692,-1.1601827736222121
3,AUD,wpli,0.14327263172515442,0.23983379785139408,0.15297620487409985,0.017883594568146314,0.5740960764319418,0.6517412935323383,-0.6312169020385227
3,MULTI,coh_band_avg,0.15377857357613148,0.11466500051641913,0.020781306544617562,0.08082611410300242,0.15533024717093868,0.04477611940298507,1.8821517778843848
3,MULTI,plv,0.06082961496359643,0.28654126455729395,0.14362118972649499,0.06031348514024784,0.551657008196217,0.9701492537313433,-1.5715762418033963
3,MULTI,wpli,0.08125644856964272,0.2921346755446008,0.19647688305240815,0.011172887789473342,0.7104962900756607,0.835820895522388,-1.0732979050706366
3,RS2,coh_band_avg,0.15188866245179236,0.11921725588651641,0.024469617638350285,0.07330560906728256,0.16618674146275386,0.10945273631840796,1.3351825536526292
3,RS2,plv,0.4621546979601275,0.1483018614567198,0.0869304371255448,0.02652444021011176,0.32769405244039174,0.009950248756218905,3.610390639703582
3,RS2,wpli,0.07273127340678351,0.15784017358014407,0.11537615201672331,0.00431967821404665,0.4279704574410356,0.7263681592039801,-0.7376645752670307
4,RS1,coh_band_avg,0.07183715785784374,0.13575120176056527,0.025663834489817128,0.09018350248293845,0.19318116998761098,1.0,-2.490432360296014
4,RS1,plv,0.1768373024493453,0.2386216914158238,0.1523658808869597,0.04471852306449259,0.5928540107581565,0.5572139303482587,-0.4055001592667346
4,RS1,wpli,0.05783356574303975,0.25211679098567946,0.18438242442645594,0.015428557818989835,0.6786034318295767,0.8955223880597015,-1.0536970963853058
4,VIZ,coh_band_avg,0.12738584891410876,0.11612684255416866,0.019991233175688555,0.0830680729883978,0.15881124098309696,0.2537313432835821,0.563197190538112
4,VIZ,plv,0.2129883078810381,0.1467120821008574,0.07841627740988905,0.03501076751173804,0.31768632589030776,0.19900497512437812,0.8451845454706911
4,VIZ,wpli,0.2966062833265987,0.14660755940153958,0.12151203488943774,0.010866374362721021,0.45624037583232424,0.10945273631840796,1.2344351245663945
4,AUD,coh_band_avg,0.14146961606350317,0.13414629993196325,0.02372965762712915,0.09298527052252999,0.1862464314821153,0.35323383084577115,0.3086144876851264
4,AUD,plv,0.15510781948992494,0.3171952885282536,0.14601060597746998,0.053805906602706594,0.5622117128016367,0.8109452736318408,-1.1101075018025706
4,AUD,wpli,0.22516849689564636,0.27901196791457167,0.19540607831360282,0.014217999507242604,0.6730938364992982,0.5422885572139303,-0.2755465514870686
4,MULTI,coh_band_avg,0.08369042872344117,0.13021957397772074,0.02180410610348887,0.09217181871092105,0.17095495121428403,1.0,-2.133962522170742
4,MULTI,plv,0.2317873613262388,0.2175710690876988,0.1246184702203425,0.06017698539682018,0.5333236363042352,0.3880597014925373,0.11407853276808537
4,MULTI,wpli,0.042325809609673665,0.24188655209044774,0.16633872978662226,0.007279243734660404,0.6314325161518143,0.9154228855721394,-1.1997250594420716
4,RS2,coh_band_avg,0.11797788482949496,0.12594762097597165,0.028910149545261794,0.07638501861310606,0.19189492410134826,0.5771144278606966,-0.27567260190056253
4,RS2,plv,0.045324641661351486,0.21209599223049352,0.10562510371533944,0.04790794072344604,0.45213582757994325,0.9800995024875622,-1.5788988100650039
